320,320,352,352,352,352,352,352,320,320,320,320
332,340,356,368,360,360,372,356,340,340,340,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,352,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
332,340,356,368,360,360,372,356,356,352,348,328
